employer_name,decision,expansion,confidence,verified,evidence,why
SGUS,uncertain,,low,,none — hypothesis not corroborated by donor location,"WATCHMAKER occupation tempts a Swatch Group US reading, but that subsidiary's US service operations are in New Jersey, not Seattle WA, so the geography does not corroborate; no source obtainable with search unavailable."
SH&A,uncertain,,low,,,"MERGERS & ACQUISITIONS in LOS ANGELES, CA with no HQ; an ampersand initialism of this kind cannot be pinned to one advisory firm."
SHAPCO,uncertain,,low,,,"CO CHAIRMAN OF THE BOARD in SHERMAN OAKS, CA with resolved HQ Tucson, AZ; neither matches a verifiable Shapco entity, so no single organization is corroborated."
SHERIDAN,uncertain,,low,,,"RETIRED donor in GOLDEN BEACH, FL with resolved HQ New York, NY; Sheridan could be a broadcaster, printer, or healthcare group and retirement gives no occupational signal."
SHERWOOD,uncertain,,low,,no corroborating context in row; no single candidate identified,"Readable word/surname rather than an opaque acronym, but the garbled occupations (BIS, BUISNERSS, BUSINESS) from Glenwood Landing, NY and the absent HQ identify no specific organization."
SHHC,uncertain,,low,,,"REGISTERED NURSE in SALEM, MA with no HQ; the nursing context suggests a home-care or health-centre body but several fit and none is corroborated."
SHOWPLACE,uncertain,,low,,,"MANAGER in FLUSHING, NY with no resolved HQ; Showplace could be a cabinetry maker, a cinema chain, or a local venue and nothing in the row corroborates one."
SILCON,uncertain,,low,,no corroborating context in row; no organization established,"No resolved HQ and the only donor is RETIRED in Henderson NV, giving no occupational or geographic signal; SILCON matches nothing identifiable."
SIRM,uncertain,,low,,,"PHYSICIAN in BLOOMFIELD HILLS, MI with no HQ; SIRM could be a reproductive-medicine group or other body and nothing corroborates one."
SKAC,uncertain,,low,,,"CPA in LOS ANGELES, CA with no HQ; likely an accounting firm's partner initials but no specific firm could be verified."
SKG,uncertain,,low,,not searched (web search budget exhausted),"Real-estate donor in Encinitas CA with a manually set Encinitas HQ suggests a small local firm, but no public expansion could be established."
SKM,uncertain,,low,,,"ATTORNEY in BROOKLINE, MA but resolved HQ San Diego, CA; the conflict plus multiple SKM law firms leaves no corroborated match."
SKYLIGHT,uncertain,,low,,,"MANAGEMENT in MIAMI BEACH, FL with a Delaware registered-agent-style HQ (Wilmington, DE); no identifiable public organization."
SLF,uncertain,,low,,,"REALTOR / RETIRED donors in Charlotte NC against a Washington DC resolved HQ; 'SLF' commonly abbreviates law firms and Sun Life Financial, neither corroborated by a realtor in Charlotte."
SMC,uncertain,,low,,,"Management/retired donors in Boston, MA and Naples, FL against a Somerset, WI HQ; SMC is one of the most overloaded three-letter acronyms and the context is incoherent."
SMF,uncertain,,low,,no corroborating context in row,Occupation VIDEO in Ocean NJ; SMF is also the Sacramento airport code and many small firms. Nothing corroborates a single organization.
SMI,uncertain,,low,,https://search.brave.com/search?q=SMI+%22King+of+Prussia%22+Pennsylvania+company+headquarters,Search of King of Prussia PA headquarters turned up no company trading as SMI; donor context (EXECUTIVE/VP in San Diego CA) does not point to any single one of the many SMI organizations.
SNEC,uncertain,,low,,https://www.sneucc.org/ (HTTP 403); Wikipedia article 404,"West Hartford CT + RETIRED suggested the Southern New England Conference UCC, but I could not verify that SNEC (vs SNEUCC) is its abbreviation; org site returned 403 and Wikipedia page does not exist."
SOFTWARE,uncertain,,low,,"generic term, no HQ, two unrelated donor locations","Not an organization name — a generic industry word left in the employer field (donors in North Wales PA and Valley Stream NY with MARKETING / SOFTWARE ENGINEER occupations); it is a truncation artifact needing cleanup, not an expansion."
SONCO,uncertain,,low,,https://search.brave.com/search?q=SONCO+Elk+Grove+Village+Illinois+company,"At least three candidates — Sonoco Products (packaging, has Elk Grove Village facilities), Sonco Real Estate LLC of Elk Grove Village, and Sonco Worldwide; the donor's MANAGER occupation does not disambiguate even though the HQ matches Elk Grove Village."
SPARE,uncertain,,low,,,"Sales-executive donors in Ventnor City, NJ against a West Hollywood, CA HQ; SPARE is a readable word and may be a brand rather than an acronym, with no corroborating match."
SPAXEL,uncertain,,low,,no corroborating context in row; no organization established,No resolved HQ; a REAL ESTATE donor in Englewood NJ points to a small private entity with no discoverable public expansion.
SPC,uncertain,,low,,,"ATTORNEY donor in Agoura Hills CA / Scottsdale AZ with no resolved_hq; SPC is also a corporate suffix (Professional/Social Purpose Corporation), so no single organization is identifiable."
SPORTSMAN,uncertain,,low,,no result — search budget exhausted,Not an acronym but a truncated trade name; a single RETIRED donor in Prairie Village KS with no resolved HQ gives nothing to disambiguate among Sportsman's-named businesses.
SRG,uncertain,,low,,no corroborating search result obtained,"SRG is used by many real estate entities (Seritage Growth Properties, SRG Residential, Sterling Real Estate Group); a Bal Harbour, FL CORPORATE/REAL ESTATE donor with no HQ corroborates none."
SRM,uncertain,,low,,"https://html.duckduckgo.com/html/?q=%22SRM%22+Charleston+South+Carolina+company+CEO+financial — multiple unrelated SRM entities, no single match","CEO/FINANCE donors in Charleston SC and Kingston PA with no resolved HQ; Charleston-area SRM hits include SRM Concrete (Smyrna Ready Mix), SRM Solutions, SRM Group — none corroborated by the finance context."
SSA,uncertain,,low,,not searched (web search budget exhausted),"ATTORNEY donor in Bayside NY makes Social Security Administration plausible, but SSA is equally likely a law firm's partner initials and there is no HQ to corroborate."
SSL,uncertain,,low,,https://search.brave.com/search?q=%22SSL%22+law+firm+Washington+DC+attorneys,"Donor is a LAWYER in Washington DC but the only law firm trading as SSL is SSL Law Firm LLP, a real-estate firm in San Francisco with no DC office; no HQ resolved, so nothing corroborates a single organization."
SSLMI,uncertain,,low,,,"ATTORNEY in WASHINGTON, DC with no HQ; a five-letter law-firm initialism with no verifiable match."
STAMFORD,uncertain,,low,,"place-name fragment, no HQ resolved",A Connecticut place name truncated from something longer; TEACHER in Norwalk CT hints at Stamford Public Schools but nothing confirms which Stamford entity.
STI,uncertain,,low,,"https://html.duckduckgo.com/html/?q=STI+Costa+Mesa+California+company — HTTP 403, no result","BUSINESS occupation in Princeton NJ against a Costa Mesa CA resolved HQ — the mismatch gives no corroboration, and a search attempt for a Costa Mesa 'STI' was blocked (HTTP 403)."
STREAM,uncertain,,low,,resolved_hq conflicts with the leading candidate,"COMMERCIAL REAL ESTATE occupation points toward Stream Realty Partners, but the resolved HQ is Bala Cynwyd PA rather than Stream Realty's Dallas base, so the context does not corroborate a single firm."
STRECO,uncertain,,low,,no matching organization found,PRESIDENT in Virginia Beach VA with no HQ; 'Streco' is a contracted trade name whose expansion could not be established.
STS,uncertain,,low,,,"CFO donor in Sacramento CA, no resolved HQ; STS is used by hundreds of organizations (including the Society of Thoracic Surgeons, which the CFO title does not support). Nothing narrows it."
SUNBELT,uncertain,,low,,no result — Bing and DuckDuckGo fallbacks failed after budget exhaustion,"A Lake Mary FL HQ fits Sunbelt Business Brokers, but the donors are a MANAGER and a RETIRED person in Dallas TX, which equally fits Sunbelt Rentals or a local Sunbelt business — not corroborated to one."
SYNERGY,uncertain,,low,,,"Extremely common generic name with no resolved HQ; a Southfield, MI physician gives no discriminating corroboration."
TAG,uncertain,,low,,,Three-letter acronym with no resolved HQ and only generic CEO/chairman occupations from one SF-area donor; dozens of firms trade as TAG and nothing narrows it.
TECH,uncertain,,low,,no corroborating result found,"Generic word almost certainly a truncated or placeholder employer entry, not an acronym with an expansion."
TECHNOCON,uncertain,,low,,no corroborating result found,Compound coined name with no resolved HQ; MANUFACTURING in Sunny Isles Beach FL does not identify a specific company.
TEMPLE,uncertain,,low,,no search performed - budget exhausted; context self-evidently ambiguous,Could be Temple University or a synagogue congregation; CLERGY occupation plus scattered NJ/FL/PA donor cities and no resolved HQ corroborate neither.
TENS,uncertain,,low,,no corroborating result found,Likely a truncated or generic string rather than an organization; TEACHER in New York NY corroborates nothing specific.
TFC,uncertain,,low,,,"Houston / Seabrook TX donors with DIRECTOR, MANAGER and YOGA TEACHER occupations and no resolved_hq; TFC has dozens of expansions and nothing here selects one."
TFPS,uncertain,,low,,no corroborating result found,No resolved HQ; MEDICAL DOCTOR in Boca Raton FL is too weak to pick among many possible 'TFPS' practices.
THCF,uncertain,,low,,no corroborating result found,No resolved HQ; a CHIROPRACTOR in Davie FL does not single out any one organization behind these four letters.
TIKAVH,uncertain,,low,,,Unusual string with a CONSULTANT donor in San Francisco and no resolved HQ; possibly a garbled rendering of 'Tikvah' but nothing corroborates a specific organization.
TKE,uncertain,,low,,"https://en.wikipedia.org/wiki/TK_Elevator — article names the company 'TK Elevator'/'ThyssenKrupp Elevator', never 'TKE'","TKE could be TK Elevator, Tau Kappa Epsilon, or a local firm; Wikipedia's TK Elevator page does not even use 'TKE', and a SALES donor in Tampa FL corroborates none of the candidates."
TLE,uncertain,,low,,,Three generic initials with a RETIRED donor in Palm Beach Gardens FL and no resolved HQ — no occupational or geographic signal to disambiguate among many possible organizations.
TOPAZ,uncertain,,low,,not searched (web search budget exhausted),"REAL ESTATE donor in Englewood NJ, no resolved HQ; many unrelated companies trade as Topaz and none is corroborated."
TPMB,uncertain,,low,,no corroborating result found,Four-initial law firm style with no resolved HQ; LAWYER in Chicago IL is not enough to pin one partnership.
TRF,uncertain,,low,,no corroborating result found,RETIRED donor and no resolved HQ give zero corroboration; TRF maps to dozens of unrelated entities.
TRV,uncertain,,low,,not searched (web search budget exhausted),"VENTURE CAPITAL donor in Palm Beach Gardens FL with an AI-guessed New York HQ; TRV is also the Travelers ticker, so no single organization is corroborated."
